时间,位移,力
(s),(mm),(N)
"9.1410","120.0003","1.5208"
"9.1610","120.0003","1.5165"
"9.1810","120.0003","1.5171"
"9.2010","120.0003","1.5116"
"9.2210","120.0003","1.5139"
"9.2410","120.0003","1.5107"
"9.2610","120.0003","1.5126"
"9.2810","120.0003","1.5066"
"9.3010","120.0003","1.5086"
"9.3210","120.0003","1.5045"
"9.3410","120.0003","1.5057"
"9.3610","120.0003","1.5036"
"9.3810","120.0003","1.5040"
"9.4010","120.0003","1.5005"
"9.4210","120.0003","1.5009"
"9.4410","120.0003","1.4975"
"9.4610","120.0002","1.5004"
"9.4810","120.0002","1.4992"
"9.5010","120.0002","1.4991"
"9.5210","120.0002","1.4966"
"9.5410","120.0002","1.4951"
"9.5610","120.0002","1.4933"
"9.5810","120.0002","1.4921"
"9.6010","120.0002","1.4908"
"9.6210","120.0002","1.4909"
"9.6410","120.0002","1.4884"
"9.6610","120.0002","1.4871"
"9.6810","120.0002","1.4881"
"9.7010","120.0002","1.4864"
"9.7210","120.0002","1.4854"
"9.7410","120.0002","1.4831"
"9.7610","120.0002","1.4839"
"9.7810","120.0002","1.4791"
"9.8010","120.0002","1.4812"
"9.8210","120.0002","1.4777"
"9.8410","120.0002","1.4787"
"9.8610","120.0002","1.4777"
"9.8810","120.0002","1.4781"
"9.9010","120.0002","1.4749"
"9.9210","120.0002","1.4740"
"9.9410","120.0002","1.4704"
"9.9610","120.0002","1.4748"
"9.9810","120.0002","1.4707"
"10.0010","120.0002","1.4722"
"10.0210","120.0002","1.4679"
"10.0410","120.0002","1.4694"
"10.0610","120.0002","1.4641"
"10.0810","120.0002","1.4680"
"10.1010","120.0002","1.4634"
"10.1210","120.0002","1.4663"
"10.1410","120.0002","1.4610"
"10.1610","120.0002","1.4643"
"10.1810","120.0002","1.4600"
"10.2010","120.0002","1.4644"
"10.2210","120.0002","1.4580"
"10.2410","120.0002","1.4600"
"10.2610","120.0001","1.4551"
"10.2810","120.0001","1.4585"
"10.3010","120.0001","1.4535"
"10.3210","120.0001","1.4551"
"10.3410","120.0001","1.4521"
"10.3610","120.0001","1.4539"
"10.3810","120.0001","1.4508"
"10.4010","120.0001","1.4536"
"10.4210","120.0001","1.4499"
"10.4410","120.0001","1.4493"
"10.4610","120.0001","1.4471"
"10.4810","120.0001","1.4491"
"10.5010","120.0001","1.4458"
"10.5210","120.0001","1.4461"
"10.5410","120.0001","1.4416"
"10.5610","120.0001","1.4436"
"10.5810","120.0001","1.4419"
"10.6010","120.0001","1.4430"
"10.6210","120.0001","1.4413"
"10.6410","120.0001","1.4393"
"10.6610","120.0001","1.4375"
"10.6810","120.0001","1.4384"
"10.7010","120.0001","1.4372"
"10.7210","120.0001","1.4366"
"10.7410","120.0001","1.4369"
"10.7610","120.0001","1.4354"
"10.7810","120.0001","1.4338"
"10.8010","120.0001","1.4311"
"10.8210","120.0001","1.4327"
"10.8410","120.0001","1.4311"
"10.8610","120.0001","1.4329"
"10.8810","120.0001","1.4287"
"10.9010","120.0001","1.4287"
"10.9210","120.0001","1.4262"
