
时间,位移,力
(s),(mm),(N)
"12.7600","30.5217","0.6686"
"12.7800","30.5697","0.6674"
"12.8000","30.6178","0.6690"
"12.8200","30.6658","0.6703"
"12.8400","30.7137","0.6698"
"12.8600","30.7617","0.6708"
"12.8800","30.8098","0.6708"
"12.9000","30.8577","0.6727"
"12.9200","30.9057","0.6716"
"12.9400","30.9537","0.6709"
"12.9600","31.0018","0.6729"
"12.9800","31.0497","0.6742"
"13.0000","31.0978","0.6746"
"13.0200","31.1458","0.6746"
"13.0400","31.1938","0.6729"
"13.0600","31.2417","0.6766"
"13.0800","31.2897","0.6771"
"13.1000","31.3377","0.6754"
"13.1200","31.3856","0.6771"
"13.1400","31.4337","0.6778"
"13.1600","31.4818","0.6772"
"13.1800","31.5298","0.6776"
"13.2000","31.5777","0.6809"
"13.2200","31.6258","0.6791"
"13.2400","31.6738","0.6774"
"13.2600","31.7217","0.6818"
"13.2800","31.7697","0.6805"
"13.3000","31.8178","0.6815"
"13.3200","31.8658","0.6818"
"13.3400","31.9138","0.6797"
"13.3600","31.9617","0.6837"
"13.3800","32.0097","0.6840"
"13.4000","32.0577","0.6830"
"13.4200","32.1056","0.6857"
"13.4400","32.1537","0.6833"
"13.4600","32.2017","0.6846"
"13.4800","32.2496","0.6870"
"13.5000","32.2977","0.6844"
"13.5200","32.3458","0.6881"
"13.5400","32.3937","0.6863"
"13.5600","32.4417","0.6873"
"13.5800","32.4898","0.6893"
"13.6000","32.5378","0.6877"
"13.6200","32.5857","0.6885"
"13.6400","32.6337","0.6896"
"13.6600","32.6817","0.6900"
"13.6800","32.7297","0.6909"
"13.7000","32.7777","0.6902"
"13.7200","32.8258","0.6906"
"13.7400","32.8738","0.6914"
"13.7600","32.9217","0.6942"
"13.7800","32.9697","0.6924"
"13.8000","33.0178","0.6918"
"13.8200","33.0657","0.6941"
"13.8400","33.1137","0.6946"
"13.8600","33.1617","0.6947"
"13.8800","33.2097","0.6951"
"13.9000","33.2577","0.6947"
"13.9200","33.3057","0.6976"
"13.9400","33.3537","0.6948"
"13.9600","33.4017","0.6967"
"13.9800","33.4497","0.6997"
"14.0000","33.4977","0.6966"
"14.0200","33.5457","0.6990"
"14.0400","33.5937","0.6997"
"14.0600","33.6417","0.6983"
"14.0800","33.6898","0.7009"
"14.1000","33.7378","0.7000"
"14.1200","33.7857","0.7000"
"14.1400","33.8337","0.7014"
"14.1600","33.8818","0.7016"
"14.1800","33.9297","0.7017"
"14.2000","33.9777","0.7024"
"14.2200","34.0257","0.7033"
"14.2400","34.0737","0.7027"
"14.2600","34.1217","0.7033"
"14.2800","34.1697","0.7056"
"14.3000","34.2177","0.7038"
"14.3200","34.2656","0.7061"
"14.3400","34.3136","0.7056"
"14.3600","34.3616","0.7039"
"14.3800","34.4097","0.7065"
"14.4000","34.4577","0.7076"
"14.4200","34.5057","0.7087"
"14.4400","34.5537","0.7064"
"14.4600","34.6017","0.7071"
"14.4800","34.6496","0.7106"
"14.5000","34.6977","0.7079"
"14.5200","34.7457","0.7089"
"14.5400","34.7937","0.7117"
"14.5600","34.8417","0.7099"
"14.5800","34.8898","0.7109"
"14.6000","34.9377","0.7112"
"14.6200","34.9857","0.7119"
"14.6400","35.0338","0.7135"
"14.6600","35.0818","0.7122"
"14.6800","35.1297","0.7132"
"14.7000","35.1777","0.7130"
"14.7200","35.2258","0.7145"
"14.7400","35.2738","0.7151"
"14.7600","35.3217","0.7138"
"14.7800","35.3697","0.7163"
"14.8000","35.4177","0.7154"
"14.8200","35.4657","0.7165"
"14.8400","35.5137","0.7153"
"14.8600","35.5617","0.7168"
"14.8800","35.6097","0.7192"
"14.9000","35.6576","0.7170"
"14.9200","35.7057","0.7182"
"14.9400","35.7537","0.7189"
"14.9600","35.8018","0.7175"
"14.9800","35.8497","0.7223"
"15.0000","35.8978","0.7187"
"15.0200","35.9458","0.7189"
"15.0400","35.9937","0.7236"
"15.0600","36.0417","0.7206"
"15.0800","36.0898","0.7209"
"15.1000","36.1378","0.7233"
"15.1200","36.1858","0.7217"
"15.1400","36.2338","0.7237"
"15.1600","36.2818","0.7233"
"15.1800","36.3297","0.7248"
"15.2000","36.3777","0.7238"
"15.2200","36.4258","0.7235"
"15.2400","36.4737","0.7259"
"15.2600","36.5217","0.7257"
"15.2800","36.5697","0.7268"
"15.3000","36.6177","0.7256"
"15.3200","36.6657","0.7260"
"15.3400","36.7137","0.7286"
"15.3600","36.7617","0.7271"
"15.3800","36.8097","0.7304"
"15.4000","36.8576","0.7284"
"15.4200","36.9057","0.7277"
"15.4400","36.9537","0.7304"
"15.4600","37.0017","0.7282"
"15.4800","37.0497","0.7312"
"15.5000","37.0978","0.7316"
"15.5200","37.1458","0.7276"
"15.5400","37.1937","0.7336"
"15.5600","37.2417","0.7322"
"15.5800","37.2898","0.7310"
"15.6000","37.3377","0.7343"
"15.6200","37.3857","0.7323"
"15.6400","37.4337","0.7336"
"15.6600","37.4817","0.7338"
"15.6800","37.5297","0.7338"
"15.7000","37.5777","0.7361"
"15.7200","37.6257","0.7346"
"15.7400","37.6737","0.7366"
"15.7600","37.7217","0.7374"
"15.7800","37.7697","0.7357"
"15.8000","37.8177","0.7377"
"15.8200","37.8657","0.7378"
"15.8400","37.9137","0.7368"
"15.8600","37.9618","0.7370"
"15.8800","38.0098","0.7391"
"15.9000","38.0578","0.7395"
"15.9200","38.1058","0.7386"
"15.9400","38.1538","0.7400"
"15.9600","38.2018","0.7391"
"15.9800","38.2497","0.7406"
"16.0000","38.2978","0.7438"
"16.0200","38.3457","0.7398"
"16.0400","38.3937","0.7416"
"16.0600","38.4417","0.7417"
"16.0800","38.4897","0.7416"
"16.1000","38.5376","0.7454"
"16.1200","38.5856","0.7442"
"16.1400","38.6337","0.7420"
"16.1600","38.6817","0.7445"
"16.1800","38.7297","0.7441"
"16.2000","38.7777","0.7470"
"16.2200","38.8257","0.7456"
"16.2400","38.8737","0.7438"
"16.2600","38.9217","0.7474"
"16.2800","38.9697","0.7476"
"16.3000","39.0177","0.7453"
"16.3200","39.0657","0.7483"
